sample	target	subject	311	320	330	331	317	329	323	326	389	388	359	361	362	352	373	377	345	338	365	370	324	312	305	327	325	391	358	371	390	348	357	360	368	394	339	346	337	369	367	366	347	353	349	343	342	355	386	354	398	383	387	336	384	363	356	350	400	385	376	393
prel_1	0	1	1	1	0	0	5	3	0	1	2	0	5	1	4	2	0	0	7	3	4	4	3	2	0	3	0	1	2	0	0	0	2	2	1	2	1	0	0	0	0	0	5	4	2	1	2	5	1	7	1	0	1	4	1	0	0	1	1	3	4	4
prel_2	0	1	1	1	0	1	2	2	0	2	2	0	5	1	6	2	0	0	4	3	2	4	0	2	0	3	0	0	2	0	0	1	1	3	1	2	1	0	0	0	1	0	7	1	3	1	2	5	1	6	0	2	0	1	1	0	0	1	1	3	4	0
prel_5	0	1	1	1	0	4	4	3	0	2	1	2	6	4	6	5	2	0	3	3	7	5	5	2	0	4	0	1	5	0	0	1	3	3	0	2	4	5	0	0	3	2	7	3	3	1	2	6	1	6	0	0	0	1	0	0	0	2	1	4	4	0
prel_6	0	1	2	1	0	2	4	3	NA	2	1	1	5	2	5	3	3	0	3	3	4	4	5	3	0	3	0	1	6	0	0	1	2	5	0	3	5	0	0	0	3	1	2	3	5	1	2	5	2	7	0	0	1	1	1	0	0	1	1	4	4	0
prel_9	0	1	6	1	0	2	4	3	3	2	3	1	5	0	6	3	3	1	4	3	5	4	3	4	1	4	0	1	6	1	0	1	3	3	4	4	3	1	0	0	1	1	4	2	3	2	2	5	1	7	0	0	0	2	1	0	0	0	2	4	4	NA
prel_10	0	1	1	1	0	1	3	3	0	2	1	1	5	1	5	2	0	0	3	3	2	4	3	2	0	3	3	1	7	0	1	2	3	2	0	3	7	2	0	0	3	1	6	3	3	1	2	5	1	6	0	1	0	2	2	0	0	0	2	3	4	0
prel_13	0	1	3	1	0	1	6	3	2	2	1	1	5	1	5	3	2	0	3	3	6	4	5	7	1	4	0	1	2	0	0	3	2	4	5	2	7	1	0	0	7	1	7	3	2	1	2	5	1	7	0	0	1	4	1	0	1	1	2	2	4	0
prel_14	0	1	5	1	0	9	6	4	3	4	1	2	5	2	7	2	5	6	8	2	5	4	5	9	6	4	1	8	5	0	0	3	4	6	5	3	9	3	3	1	6	3	3	4	4	1	2	5	2	7	0	0	2	2	1	5	1	1	3	7	6	4
prel_17	0	1	NA	1	0	0	5	2	0	1	1	1	5	0	2	2	1	0	3	2	3	4	0	2	0	3	0	0	1	0	0	0	1	3	0	2	3	3	0	0	3	1	7	1	2	1	2	5	1	6	0	0	0	0	0	0	0	0	1	2	4	0
prel_18	0	1	1	1	0	4	5	3	0	1	1	0	5	0	5	2	0	0	3	2	4	4	5	3	0	4	0	1	1	0	0	1	2	3	0	3	3	1	0	0	3	3	8	2	2	1	2	5	1	6	0	0	0	3	2	0	0	1	1	2	4	1
prel_3	1	1	1	1	0	2	8	3	3	2	1	2	6	5	5	5	2	1	4	4	7	4	3	2	0	3	1	3	2	2	0	1	3	3	0	2	8	2	0	0	4	0	3	2	4	1	2	5	2	6	0	3	0	6	1	0	0	1	2	6	5	5
prel_4	1	1	6	1	0	2	9	4	0	2	2	2	5	4	5	8	3	0	5	3	6	4	5	2	0	3	0	7	5	1	0	2	3	3	7	3	8	5	0	0	5	3	3	5	5	1	5	6	2	7	1	0	1	4	3	0	0	1	3	7	5	0
prel_7	1	1	1	1	0	1	2	3	NA	2	3	2	5	0	6	3	1	1	4	3	4	4	3	2	0	4	0	7	4	0	0	0	2	4	0	2	3	5	0	0	0	1	5	2	3	1	1	5	1	6	1	3	0	1	1	0	0	0	2	2	4	0
prel_8	1	1	8	1	0	3	7	4	1	3	2	1	6	0	6	3	4	2	7	3	8	4	7	9	0	3	0	1	7	0	0	1	5	3	3	3	6	2	0	0	4	3	2	5	3	2	4	5	1	6	2	5	2	2	5	0	0	0	1	3	4	NA
prel_11	1	1	3	1	0	1	5	5	3	2	2	3	6	1	5	8	4	5	4	3	2	4	6	8	0	4	1	8	7	0	0	9	3	4	0	5	5	5	2	0	6	1	4	5	3	3	3	5	1	7	0	0	1	5	4	0	2	0	2	6	6	0
prel_12	1	1	4	1	0	2	4	4	0	3	2	2	5	1	6	2	2	0	4	3	6	4	4	3	0	3	0	2	3	1	1	1	3	2	5	3	2	1	0	0	6	1	4	3	3	1	2	5	1	6	1	3	1	1	1	0	0	1	1	3	4	4
prel_15	1	1	2	1	0	1	7	3	1	2	1	1	5	0	4	2	2	0	4	2	5	6	3	2	0	4	0	8	6	0	0	1	3	2	0	3	4	3	0	0	1	1	7	2	4	1	1	5	1	7	0	0	0	1	1	0	0	0	1	2	5	0
prel_16	1	1	NA	1	0	2	8	3	2	3	3	1	6	3	6	3	3	2	4	3	6	7	2	5	1	5	0	9	8	0	0	4	3	6	2	5	7	6	0	0	5	3	4	6	3	1	4	6	3	7	1	5	0	0	1	0	1	0	2	4	5	1
prel_19	1	1	1	1	0	5	4	3	2	4	2	3	5	0	6	4	0	2	4	2	6	7	5	8	1	4	0	5	3	0	0	3	2	4	3	2	6	3	0	0	3	2	5	2	4	1	2	5	1	7	1	0	1	4	0	0	1	1	3	6	5	1
prel_20	1	1	2	1	0	3	8	3	0	3	3	2	6	2	5	2	2	3	7	3	7	4	2	5	1	4	0	2	5	0	0	1	1	5	0	3	6	6	0	0	2	2	2	4	3	1	2	5	1	7	0	0	0	3	NA	0	0	1	2	4	4	NA
