sample	target	subject	model	161	159	129	107	108	144	158	105	109	103	124	140	119	115	132	131	146	145	139	165	138	118	160	102	127	114	117	141	104	143	125	157	149	155	110	150	106	162
prel_1	0	0	1	NA	5	3	7	NA	NA	5	8	5	4	4	2	3	5	7	7	NA	NA	7	8	5	4	8	4	5	1	NA	NA	5	4	6	7	3	3	2	0	5	4
prel_2	0	0	1	NA	3	1	6	NA	NA	4	4	4	2	4	2	2	5	8	6	NA	NA	6	5	5	2	0	NA	3	1	NA	NA	5	3	5	6	4	6	0	0	3	3
prel_5	0	0	1	NA	5	3	4	NA	NA	3	3	4	2	4	1	2	6	7	7	NA	NA	8	5	5	3	8	NA	4	1	NA	NA	6	3	4	5	5	4	0	0	2	2
prel_6	0	0	1	NA	4	6	5	NA	NA	8	6	6	3	4	1	6	5	8	7	NA	NA	9	7	5	4	10	NA	5	3	NA	NA	6	3	5	6	6	4	1	0	2	3
prel_9	0	0	0	NA	5	7	4	NA	NA	4	8	5	3	4	1	6	4	7	8	NA	NA	9	7	5	4	8	NA	5	4	NA	NA	6	5	6	6	5	8	2	0	6	4
prel_10	0	0	0	NA	3	2	4	NA	NA	4	6	4	2	4	1	2	4	6	6	NA	NA	7	7	2	3	0	NA	3	2	NA	NA	6	NA	5	5	3	5	1	0	0	2
prel_13	0	0	0	NA	6	7	7	NA	NA	4	7	3	3	4	1	3	5	7	8	NA	NA	8	6	2	4	7	NA	2	2	NA	NA	5	7	5	9	4	5	4	0	4	3
prel_14	0	0	0	NA	4	7	8	NA	NA	6	7	5	3	4	0	3	5	9	8	NA	NA	7	8	8	2	10	NA	4	4	NA	NA	6	7	5	9	4	4	3	0	5	5
prel_17	0	0	1	NA	4	4	4	NA	NA	2	7	4	2	4	0	3	4	8	7	NA	NA	4	8	0	2	5	NA	2	1	NA	NA	5	3	4	5	3	4	2	0	4	1
prel_18	0	0	0	NA	4	3	5	NA	NA	4	7	4	3	4	0	3	4	8	7	NA	NA	4	7	2	2	9	NA	3	1	NA	NA	6	5	4	8	5	6	2	0	5	2
prel_3	1	0	1	NA	3	3	4	NA	NA	7	7	5	4	4	1	2	6	6	8	NA	NA	7	5	8	4	6	NA	4	2	NA	NA	6	3	5	5	5	3	2	0	1	2
prel_4	1	0	1	NA	4	6	5	NA	NA	8	3	5	3	4	2	2	5	6	8	NA	NA	8	5	8	6	8	NA	5	4	NA	NA	6	3	5	8	7	8	2	0	4	7
prel_7	1	0	1	NA	3	5	4	NA	NA	7	7	4	2	4	1	6	4	7	6	NA	NA	6	7	5	3	5	NA	4	2	NA	NA	5	4	5	5	4	6	0	0	2	4
prel_8	1	0	1	NA	5	6	5	NA	NA	6	6	6	3	4	0	6	4	6	8	NA	NA	8	9	5	3	10	NA	4	5	NA	NA	5	6	6	7	4	9	2	0	5	3
prel_11	1	0	0	NA	5	7	5	NA	NA	5	4	4	4	4	0	3	5	6	9	NA	NA	8	9	2	3	10	NA	4	4	NA	NA	5	NA	5	9	8	9	2	0	5	6
prel_12	1	0	0	NA	4	4	5	NA	NA	5	5	5	3	4	0	4	4	6	7	NA	NA	6	8	2	3	10	NA	3	4	NA	NA	6	5	5	8	5	6	2	0	4	2
prel_15	1	0	0	NA	2	5	5	NA	NA	5	9	4	3	4	0	3	5	6	6	NA	NA	4	7	2	2	1	NA	2	1	NA	NA	5	4	5	7	7	8	1	0	6	2
prel_16	1	0	0	NA	5	5	5	NA	NA	8	5	6	5	4	1	6	5	8	9	NA	NA	7	8	5	4	5	NA	3	4	NA	NA	6	5	5	6	7	6	1	0	3	2
prel_19	1	0	1	NA	3	6	5	NA	NA	6	8	5	4	4	0	5	4	6	7	NA	NA	6	7	2	2	0	NA	4	2	NA	NA	5	6	5	9	4	7	2	0	6	1
prel_20	1	0	0	NA	3	5	4	NA	NA	6	3	6	3	4	0	6	5	7	7	NA	NA	7	7	2	2	7	NA	3	2	NA	NA	5	5	4	6	6	4	3	0	3	2
