sample	target	subject	16	51	168	7	8	167	12	33	61	193	189	62	15	187	18	34	49	1	26	39	80	37	171	60	100	22	28	64	31	186	175	25	185	2	30	24	40	38	65	57	81	32	9	170	180	6	48	195	41	196	142	52	44	43	179	182	166	47	29	63	54	58	191	176	190	42	36	17	11	177	23	194	10	192	27	181	82	21	14	5	184
prel_1	1	0	4	5	8	7	8	0	8	0	4	6	7	6	4	3	6	2	6	5	5	5	3	2	2	5	6	6	4	4	4	8	9	6	3	4	9	6	3	NA	4	5	0	6	4	4	6	7	8	3	7	6	0	NA	10	5	5	2	7	6	6	2	3	4	2	2	3	6	3	3	7	4	4	2	5	3	4	10	7	3	4	5	7
prel_2	1	0	2	5	3	2	3	0	8	0	6	4	8	5	4	0	4	0	4	1	3	4	5	0	3	3	3	4	6	3	4	4	6	5	3	6	1	2	4	NA	2	3	6	3	5	2	3	5	7	4	4	3	0	NA	6	3	5	2	2	4	2	1	2	4	1	3	3	NA	3	1	0	2	1	2	4	1	4	9	4	1	0	5	2
prel_5	1	0	3	5	0	1	4	0	9	0	3	6	6	4	3	0	6	0	3	3	2	4	3	0	3	2	5	3	4	0	4	6	2	3	2	3	2	6	4	NA	6	3	1	1	2	2	2	5	3	4	4	3	0	NA	6	1	5	2	4	5	4	0	2	2	1	3	0	5	0	2	3	2	1	0	2	1	3	5	4	2	0	4	1
prel_6	1	0	3	5	4	7	9	0	9	0	4	5	7	6	3	0	6	2	4	6	5	5	2	1	3	5	6	3	6	8	4	4	2	6	6	5	2	5	4	NA	3	3	6	2	6	4	7	7	8	6	4	5	0	NA	5	2	5	2	4	4	2	1	3	3	1	4	2	1	4	2	0	4	2	3	2	4	3	8	4	2	0	4	7
prel_9	1	0	6	6	5	8	9	1	10	7	8	7	10	7	4	5	8	3	6	9	5	6	4	2	6	6	9	4	5	9	4	6	10	5	8	7	9	7	5	NA	6	7	7	2	7	5	4	8	8	9	8	7	0	NA	8	8	5	1	9	8	6	6	2	6	3	5	4	5	4	4	7	6	10	4	6	6	4	10	7	2	7	6	9
prel_10	1	0	5	5	7	8	9	1	10	8	6	6	10	6	4	5	8	4	6	4	6	5	6	1	4	3	7	3	4	10	4	4	9	6	3	4	7	7	5	NA	8	5	6	3	6	4	8	8	8	5	5	7	0	NA	8	7	5	3	8	8	6	1	3	5	4	3	4	6	3	2	8	7	9	5	5	6	4	8	8	2	9	5	6
prel_13	1	0	4	5	2	8	8	0	9	1	4	6	5	6	3	0	4	1	5	6	3	5	4	2	4	3	8	6	6	6	4	6	4	3	3	6	8	7	5	NA	8	4	3	2	8	2	3	7	7	4	4	7	0	NA	9	2	5	2	5	3	4	2	3	3	2	2	1	5	3	4	2	6	4	6	2	7	4	8	6	2	8	4	1
prel_14	1	0	4	5	2	8	8	0	9	0	7	7	6	5	2	0	7	3	5	8	5	5	6	1	3	3	8	5	5	8	4	NA	8	5	7	7	4	5	4	NA	6	3	5	5	7	3	3	6	9	6	8	7	0	NA	8	2	5	3	7	7	6	1	2	4	2	3	3	4	5	4	4	1	2	6	4	4	5	6	7	1	6	4	8
prel_17	0	0	4	4	0	1	4	0	6	0	3	5	6	3	3	0	4	0	3	1	3	5	2	0	3	5	2	3	4	4	4	3	4	6	2	5	3	3	4	NA	2	3	0	1	2	2	2	5	5	3	4	5	0	NA	7	3	5	2	3	5	2	0	3	4	0	2	1	NA	1	2	3	1	1	0	3	2	3	5	3	1	0	4	1
prel_18	0	0	2	5	5	1	2	0	9	2	4	7	8	3	3	0	6	0	4	7	3	4	2	1	3	2	6	3	5	5	4	3	5	4	3	6	3	5	4	NA	7	3	4	2	2	2	2	6	3	6	4	6	0	NA	7	4	5	3	5	2	4	0	2	3	1	2	3	2	5	4	2	1	2	4	2	1	3	6	4	2	0	5	1
prel_3	0	0	3	5	1	3	3	0	7	1	1	7	6	3	4	0	6	1	3	8	3	5	2	2	5	3	6	3	4	3	4	5	2	6	3	2	5	7	4	NA	6	3	2	1	4	3	2	6	3	4	4	6	0	NA	4	2	5	2	3	4	2	1	1	5	1	6	1	2	2	1	3	3	2	6	2	3	3	5	5	2	0	3	1
