sample	target	subject	model	16	51	168	7	8	167	12	33	61	193	189	62	15	187	18	34	49	1	26	39	80	37	171	60	100	22	28	64	31	186	175	25	185	2	30	24	40	38	65	57	81	32	9	170	180	6	48	195	41	196	142	52	44	43	179	182	166	47	29	63	54	58	191	176	190	42	36	17	11	177	23	194	10	192	27	181	82	21	14	5	184
prel_1	1	0	1	4	5	6	7	5	5	9	7	6	8	6	4	7	NA	9	3	5	7	5	NA	6	NA	5	7	9	4	NA	8	10	NA	10	10	NA	8	10	8	6	7	6	7	3	4	6	5	5	9	10	6	6	6	NA	NA	10	NA	5	NA	NA	NA	7	NA	9	6	6	NA	5	10	6	4	10	8	NA	5	6	4	6	7	6	5	9	4	5
prel_2	1	0	1	4	4	3	4	6	5	8	4	4	6	4	6	3	NA	6	3	4	4	3	NA	3	NA	4	6	6	4	NA	5	10	NA	5	7	NA	7	7	5	4	4	3	4	6	5	5	3	3	7	7	4	6	3	NA	NA	8	NA	5	NA	NA	NA	3	NA	7	6	2	NA	2	6	4	2	1	7	NA	6	3	4	4	6	5	3	2	4	1
prel_5	1	0	1	5	5	3	2	3	4	5	7	7	7	4	4	5	NA	7	0	4	3	4	NA	4	NA	4	4	6	4	NA	6	10	NA	4	9	NA	6	7	7	6	5	3	5	1	5	5	3	4	7	6	6	6	3	NA	NA	6	NA	5	NA	NA	NA	5	NA	5	5	3	NA	2	6	4	2	4	3	NA	3	5	3	7	4	4	2	0	4	0
prel_6	1	0	1	4	4	7	3	3	4	5	3	4	6	6	6	6	NA	8	3	5	6	4	NA	6	NA	5	5	8	4	NA	8	10	NA	4	9	NA	6	7	8	5	5	3	4	4	4	5	3	4	8	9	7	6	3	NA	NA	9	NA	5	NA	NA	NA	5	NA	6	5	7	NA	2	6	4	1	3	7	NA	2	3	4	6	5	6	4	6	4	1
prel_9	1	0	0	5	6	7	8	10	5	9	9	9	7	5	3	5	NA	9	4	4	8	6	NA	6	NA	4	6	9	5	NA	9	10	NA	9	9	NA	5	9	8	6	6	5	4	4	3	6	4	6	9	10	9	6	3	NA	NA	9	NA	5	NA	NA	NA	6	NA	8	5	7	NA	4	10	6	2	9	5	NA	6	5	6	6	10	7	3	8	6	6
prel_10	1	0	0	5	5	7	9	8	5	9	8	7	7	5	3	6	NA	9	4	4	7	6	NA	7	NA	5	6	9	4	NA	7	10	NA	8	10	NA	7	9	7	5	5	5	5	6	4	6	3	4	9	8	7	5	3	NA	NA	9	NA	5	NA	NA	NA	6	NA	7	5	8	NA	4	2	6	1	9	6	NA	7	5	4	7	6	7	5	6	5	6
prel_13	1	0	0	3	5	6	4	2	5	7	7	5	7	6	3	5	NA	7	1	4	6	7	NA	3	NA	4	4	8	5	NA	4	10	NA	6	9	NA	8	10	7	7	5	6	6	2	2	5	3	3	8	7	6	5	3	NA	NA	8	NA	5	NA	NA	NA	5	NA	8	6	4	NA	2	6	4	2	6	8	NA	3	4	3	7	6	4	4	7	4	5
prel_14	1	0	0	6	5	6	6	6	5	7	4	7	7	4	6	5	NA	9	4	4	7	5	NA	4	NA	5	6	9	4	NA	8	10	NA	9	10	NA	7	8	8	7	5	4	5	6	4	5	4	6	8	10	7	5	3	NA	NA	8	NA	5	NA	NA	NA	6	NA	6	4	6	NA	3	5	5	1	3	8	NA	2	6	3	7	5	6	2	8	4	6
prel_17	1	0	1	5	5	4	3	7	4	8	3	4	6	6	3	5	NA	5	3	4	4	4	NA	3	NA	4	3	6	4	NA	3	10	NA	7	8	NA	5	8	4	4	4	4	4	7	3	4	4	3	7	8	3	5	3	NA	NA	6	NA	5	NA	NA	NA	2	NA	6	6	6	NA	5	5	4	0	3	3	NA	5	2	4	5	5	8	3	0	4	0
prel_18	1	0	0	6	5	9	6	3	5	9	2	6	7	5	7	6	NA	8	0	4	8	4	NA	3	NA	4	6	8	4	NA	8	10	NA	9	9	NA	7	9	8	4	5	3	5	6	4	5	5	3	7	9	5	5	3	NA	NA	6	NA	5	NA	NA	NA	3	NA	9	5	3	NA	5	3	4	2	4	4	NA	3	5	3	7	4	8	5	0	4	2
prel_3	0	0	1	4	4	6	6	4	5	8	3	7	8	3	6	6	NA	6	5	4	4	4	NA	5	NA	5	4	5	5	NA	6	10	NA	7	9	NA	7	8	6	4	5	3	3	0	6	4	4	7	7	9	3	6	3	NA	NA	7	NA	5	NA	NA	NA	5	NA	6	5	2	NA	2	2	3	1	5	2	NA	3	5	3	5	4	4	4	0	4	1
prel_4	0	0	1	3	5	4	3	2	5	6	5	7	7	5	7	6	NA	7	1	4	7	6	NA	3	NA	4	5	7	4	NA	7	10	NA	6	8	NA	5	9	7	4	4	4	5	2	4	4	4	3	8	6	4	6	3	NA	NA	7	NA	5	NA	NA	NA	5	NA	5	5	7	NA	2	7	6	1	3	4	NA	5	4	3	6	6	6	3	0	4	4
prel_7	0	0	1	5	5	3	5	4	4	6	4	5	7	5	7	4	NA	6	0	4	8	6	NA	4	NA	6	3	8	4	NA	4	10	NA	3	10	NA	3	8	6	6	4	4	4	5	2	4	4	3	7	6	4	5	3	NA	NA	7	NA	5	NA	NA	NA	3	NA	6	6	6	NA	2	4	3	1	3	4	NA	5	4	3	7	5	4	2	0	4	4
prel_8	0	0	1	5	5	4	3	2	5	6	6	7	6	7	7	4	NA	9	0	4	7	5	NA	4	NA	5	4	7	4	NA	3	10	NA	8	7	NA	8	8	7	4	5	4	4	3	4	5	2	3	7	6	4	5	3	NA	NA	7	NA	5	NA	NA	NA	3	NA	6	4	5	NA	3	4	4	1	4	3	NA	4	4	3	7	5	6	2	0	4	5
prel_11	0	0	0	5	5	5	5	7	4	7	5	7	6	4	6	5	NA	9	0	4	9	6	NA	3	NA	4	6	8	4	NA	3	10	NA	6	8	NA	4	7	4	4	4	4	4	8	3	5	3	6	7	8	5	5	3	NA	NA	6	NA	5	NA	NA	NA	3	NA	8	5	6	NA	2	4	4	2	3	7	NA	3	3	3	7	5	6	4	0	4	1
prel_12	0	0	0	4	5	2	4	3	5	6	8	6	6	6	7	4	NA	8	0	4	3	5	NA	2	NA	4	5	8	4	NA	7	10	NA	8	7	NA	5	7	7	4	5	4	4	4	3	3	2	3	6	7	4	5	3	NA	NA	5	NA	5	NA	NA	NA	2	NA	4	6	7	NA	6	1	5	1	8	3	NA	6	2	4	3	4	6	5	0	4	1
prel_15	0	0	0	4	5	6	4	7	5	8	7	7	7	5	3	5	NA	9	4	4	8	6	NA	3	NA	5	5	8	4	NA	5	10	NA	9	8	NA	7	9	7	6	6	4	5	8	5	6	3	7	8	10	7	5	3	NA	NA	6	NA	5	NA	NA	NA	2	NA	7	6	7	NA	4	5	4	2	9	9	NA	6	3	5	7	5	7	5	4	4	5
prel_16	0	0	0	6	4	4	7	5	5	9	8	7	6	4	3	7	NA	7	3	4	5	6	NA	3	NA	4	6	8	4	NA	8	10	NA	7	9	NA	9	8	6	5	5	3	4	2	4	5	4	4	7	9	6	4	3	NA	NA	9	NA	5	NA	NA	NA	3	NA	7	6	4	NA	3	7	4	1	4	9	NA	3	3	4	7	5	7	4	0	4	2
prel_19	0	0	1	5	4	8	4	3	4	9	7	6	6	6	3	4	NA	8	1	4	6	5	NA	3	NA	4	3	8	4	NA	3	10	NA	9	10	NA	6	7	7	6	5	2	4	6	3	4	4	5	7	8	7	5	3	NA	NA	4	NA	5	NA	NA	NA	2	NA	5	6	6	NA	5	4	3	1	2	6	NA	2	2	3	6	4	4	2	0	4	3
prel_20	0	0	0	4	4	6	2	4	4	7	9	6	5	5	6	6	NA	7	0	3	4	5	NA	3	NA	4	3	4	4	NA	5	10	NA	6	8	NA	7	8	6	4	6	3	4	4	4	4	4	7	7	7	5	5	2	NA	NA	6	NA	5	NA	NA	NA	2	NA	8	5	3	NA	3	4	3	0	3	5	NA	1	3	3	7	4	6	3	0	4	1
